@relation DataSet-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.RemoveByName-E.*UNCHANGED.*-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.RemoveByName-E(.*:global:test)

@attribute ID numeric
@attribute ProjectID string
@attribute BugFixingCommit string
@attribute CommitURL string
@attribute BuggyCommitID string
@attribute RepairedCommitID string
@attribute Class string
@attribute Method string
@attribute Cluster string
@attribute ModifiedStatementCount numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:ForInLoop numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:ForInLoop numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:EmptyStatement numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:EmptyStatement numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:EmptyStatement numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:ExpressionStatement numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:ExpressionStatement numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:ExpressionStatement numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:ExpressionStatement numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:FunctionNode numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:FunctionNode numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:FunctionNode numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:FunctionNode numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:IfStatement numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:IfStatement numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:IfStatement numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:IfStatement numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:BreakStatement numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:BreakStatement numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:BreakStatement numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:ReturnStatement numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:ReturnStatement numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:ReturnStatement numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:ReturnStatement numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:TryStatement numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:TryStatement numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:TryStatement numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:SwitchStatement numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:SwitchStatement numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:SwitchStatement numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:VariableDeclaration numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:VariableDeclaration numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:VariableDeclaration numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:VariableDeclaration numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:ThrowStatement numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:ThrowStatement numeric

@data
499,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/190b7c9a252a0ad33d5746032fd2d69942aa46ee,58182d42dfc8438c149f1150d0637218e23b095c,190b7c9a252a0ad33d5746032fd2d69942aa46ee,'\'ClassNA\'','\'MethodNA\'',cluster23,0.6,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/a8b24c78d7394fbf0698f89fd064daf0b1c9b24e,e6b151366aee56d48fce6ef7dd987d690c8dd38d,a8b24c78d7394fbf0698f89fd064daf0b1c9b24e,'\'ClassNA\'','\'MethodNA\'','?',0.6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
507,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/ccf99ad56c52109a79c7fe7a46490d0079813472,9fc87df0fd69de48d267bd76acb418d78a3b4191,ccf99ad56c52109a79c7fe7a46490d0079813472,'\'ClassNA\'','\'MethodNA\'','?',1.2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/9fc87df0fd69de48d267bd76acb418d78a3b4191,808e1647357afb9ddecff455d148f5f6d9344ac2,9fc87df0fd69de48d267bd76acb418d78a3b4191,'\'ClassNA\'','\'MethodNA\'','?',0.8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
516,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/607de61c137ea474712e771e2d985186d130b157,edc73a1014f36daf706c8cad1ace2c88dbcc490c,607de61c137ea474712e771e2d985186d130b157,'\'ClassNA\'','\'MethodNA\'','?',0.2,0,0,0,0,0,0,18,0,0,0,6,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
534,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/91ce1101c51412dc93b69d5ee5bbe4c1c4f946df,b838b1de346d4a7d6cc9a11e2bf4dad40f9fc3e5,91ce1101c51412dc93b69d5ee5bbe4c1c4f946df,'\'ClassNA\'','\'MethodNA\'','?',0.6,0,0,0,0,0,0,20,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
549,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/0958c4e43152d2de7ad64776285ecc1904bc03b2,b97961fc202dbcc6c76b59bc1a9025f8c9f1e62e,0958c4e43152d2de7ad64776285ecc1904bc03b2,'\'ClassNA\'','\'MethodNA\'','?',0.2,0,0,0,0,0,0,10,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
550,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/b97961fc202dbcc6c76b59bc1a9025f8c9f1e62e,cee5caa19bccd6c2c9d585a43016ee965229dcb5,b97961fc202dbcc6c76b59bc1a9025f8c9f1e62e,'\'ClassNA\'','\'MethodNA\'','?',1.2,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/cee5caa19bccd6c2c9d585a43016ee965229dcb5,8cdd189c440042308cae7ab3af66637ad8080b57,cee5caa19bccd6c2c9d585a43016ee965229dcb5,'\'ClassNA\'','\'MethodNA\'',cluster8,0.2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/23902488917c494dad58a6a55eb45692f09400cc,e8c1e1b1e238a319ad46c8f43b2d557510155202,23902488917c494dad58a6a55eb45692f09400cc,'\'ClassNA\'','\'MethodNA\'','?',1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
589,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/e8c1e1b1e238a319ad46c8f43b2d557510155202,3b881f734fcce88c2c954b93d432f6b6d2b57853,e8c1e1b1e238a319ad46c8f43b2d557510155202,'\'ClassNA\'','\'MethodNA\'','?',1.2,0,0,0,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/3b881f734fcce88c2c954b93d432f6b6d2b57853,f6bd5a170f9cd1a74bb652a5009f713e76605a4d,3b881f734fcce88c2c954b93d432f6b6d2b57853,'\'ClassNA\'','\'MethodNA\'','?',0.8,0,0,0,0,0,0,6,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
597,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/c0e6621b7d8d52b7574cadff5ecf07bc491ab012,f65598af17efde842380c9c2b8a9bdf3c0f7617e,c0e6621b7d8d52b7574cadff5ecf07bc491ab012,'\'ClassNA\'','\'MethodNA\'','?',1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
620,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/65bb45067805610dbc4f47a41918a3c11d7221c6,02dd9cd3e117139ada08289918197dddd98262d9,65bb45067805610dbc4f47a41918a3c11d7221c6,'\'ClassNA\'','\'MethodNA\'','?',0.8,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
626,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/d3bc3bf2a31d79597c2c34d1a4d4c7557bb84376,f73fd4cd8664ff78923be96d9ea8763f022c2960,d3bc3bf2a31d79597c2c34d1a4d4c7557bb84376,'\'ClassNA\'','\'MethodNA\'','?',0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
629,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/8e250c9e46d6d709b0b880b942b598a05ad4dd8d,0adfcf39cae0fc783fbab08f58b6415665412758,8e250c9e46d6d709b0b880b942b598a05ad4dd8d,'\'ClassNA\'','\'MethodNA\'','?',0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
631,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/0adfcf39cae0fc783fbab08f58b6415665412758,46c705a13847731781be0431657c0119e886c3de,0adfcf39cae0fc783fbab08f58b6415665412758,'\'ClassNA\'','\'MethodNA\'','?',0.4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
642,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/c337e8ef4625e22638bd83c1ca110d85f85535d8,8beee56b540181139dcef8408b718c5f28ceec27,c337e8ef4625e22638bd83c1ca110d85f85535d8,'\'ClassNA\'','\'MethodNA\'','?',1.2,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
656,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/13c6ab3682192ca99c5afebf26dbea4699169f64,b31f24602c65e00ba3f9967f2288beb865ecee63,13c6ab3682192ca99c5afebf26dbea4699169f64,'\'ClassNA\'','\'MethodNA\'','?',0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
661,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/c3d6478144eef29af7ae18769d42e0510c83bdeb,306d20dde6b7e8e943682ee69aa7e008b52fc68d,c3d6478144eef29af7ae18769d42e0510c83bdeb,'\'ClassNA\'','\'MethodNA\'','?',0.8,0,0,1,1,0,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/3b84b5cb6cd7f9a9abdd9a0eff05b7588866c3cc,f92ecbe2f52b48c56625485ace4e7834b5cb4442,3b84b5cb6cd7f9a9abdd9a0eff05b7588866c3cc,'\'ClassNA\'','\'MethodNA\'','?',0.8,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/308a1da4141d4f6013a9eb9e2eea9a1b2b08b284,48b4ef7b2400d7f46575d6b3949f5a37a93fa72d,308a1da4141d4f6013a9eb9e2eea9a1b2b08b284,'\'ClassNA\'','\'MethodNA\'','?',1,0,0,0,0,0,2,6,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
675,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/0fbcb8cebacaae4ef7640f60169305ef81c62876,df19e9f8eb917d1ffb3fbf077ae0afbdc5a09927,0fbcb8cebacaae4ef7640f60169305ef81c62876,'\'ClassNA\'','\'MethodNA\'',cluster26,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
709,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/4c18cb238c69a81b2614087065f7ca297b602822,bb4ebb0855d9a85f560974e9a44bc7d77526405a,4c18cb238c69a81b2614087065f7ca297b602822,'\'ClassNA\'','\'MethodNA\'','?',1,0,0,0,0,0,2,4,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
726,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/89b9016cce0c1a19abe5cc9166e7bc6f034b16e8,15225d88569971621663f35953c7cfdf9ef648f6,89b9016cce0c1a19abe5cc9166e7bc6f034b16e8,'\'ClassNA\'','\'MethodNA\'','?',1,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/d997467c94ff1197692b574fedf11a9b8a54792f,a647b5392d8c0dfed351c7806a649ba13f9e94e5,d997467c94ff1197692b574fedf11a9b8a54792f,'\'ClassNA\'','\'MethodNA\'','?',1.2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
747,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/46acc08085bb2f2b5c9989af01ac295fe13f61c0,27d2ad784e17297ab5dd0804d9dd9a717d1dfd63,46acc08085bb2f2b5c9989af01ac295fe13f61c0,'\'ClassNA\'','\'MethodNA\'','?',0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0
749,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/dbb4ad88ec2f2ce0c78d1cf938653c8f8fe0c594,350f6ff25ccce93e5e77dd68576e2b804a534ece,dbb4ad88ec2f2ce0c78d1cf938653c8f8fe0c594,'\'ClassNA\'','\'MethodNA\'','?',1.2,0,0,0,0,0,6,12,1,0,0,6,1,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,4,0,0
753,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/3195391519f1e7d777d977f0702cb5d782fb9734,e1f3a123f8f96ed3281ce124fd520e6afc9ee658,3195391519f1e7d777d977f0702cb5d782fb9734,'\'ClassNA\'','\'MethodNA\'',cluster21,0.8,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/978f961b9e61e8db1583712afb1294b01e697591,87eb1418585312634ac10d341f0aac70c3eaa693,978f961b9e61e8db1583712afb1294b01e697591,'\'ClassNA\'','\'MethodNA\'',cluster18,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
782,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/a5684051e7a0367a3fe18f505a226a8771a8807e,d9ccb96b8f69bf418010ca8f5f8c0f7a59ed5e20,a5684051e7a0367a3fe18f505a226a8771a8807e,'\'ClassNA\'','\'MethodNA\'',cluster18,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
786,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/fc473b6fb344c7b3b7a9aae758d5e00076a985c9,90622239d7e3e3e681171c66d5c830359749d4bd,fc473b6fb344c7b3b7a9aae758d5e00076a985c9,'\'ClassNA\'','\'MethodNA\'','?',1.2,0,0,0,0,0,0,14,2,0,0,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,0,0
789,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/22c6c7f908f60751741a8a8294349f02ecd7ad9b,be8e79293b760bc2634a6be5496bec557112b26a,22c6c7f908f60751741a8a8294349f02ecd7ad9b,'\'ClassNA\'','\'MethodNA\'','?',0.6,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/49e4b7601272602fef486b107a048fefdff22097,62ba76e668b6d600b947a2cefca8b9a2d3fba6bc,49e4b7601272602fef486b107a048fefdff22097,'\'ClassNA\'','\'MethodNA\'',cluster26,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
804,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/d3866c12efe62a144c7009132f05ac9f283bbe25,bd318bd075fc2cdea96654aecf8e89afbaf80c7b,d3866c12efe62a144c7009132f05ac9f283bbe25,'\'ClassNA\'','\'MethodNA\'',cluster1,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/e9f21ef85597a2beec4f2a3d256f04ee85c18287,0cf888d53146196915c9db544c13448ba94ee724,e9f21ef85597a2beec4f2a3d256f04ee85c18287,'\'ClassNA\'','\'MethodNA\'','?',1.2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/59df7b0299f6c0ad18458cce0b527d7eaac94c52,ce0ccafd188d1c5ed323f66f4de8db5e577a3775,59df7b0299f6c0ad18458cce0b527d7eaac94c52,'\'ClassNA\'','\'MethodNA\'','?',1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
855,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/56ffe754f41681fa598672b85a5bbe94d765fd41,9cb264b4fad32b7f9083bd07315951034277df72,56ffe754f41681fa598672b85a5bbe94d765fd41,'\'ClassNA\'','\'MethodNA\'','?',1.2,0,0,1,1,0,2,12,1,0,0,6,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
860,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/ab681d2b53dc164dd90be4ff009a8f888d7c0b7d,303dd3b22c0fb390baf3440752186eaf94cdd68c,ab681d2b53dc164dd90be4ff009a8f888d7c0b7d,'\'ClassNA\'','\'MethodNA\'','?',0.6,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/659df35c666e5a34834828e2d882c98724ab06e1,529fb0af99352da1ed35d1a2e0e974147e6b3c34,659df35c666e5a34834828e2d882c98724ab06e1,'\'ClassNA\'','\'MethodNA\'',cluster1,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/89ccca93788d59c9c58043e440c08d1f899cf5d4,e06008189501b1f65bfe0d34c0dbda24b0a477f5,89ccca93788d59c9c58043e440c08d1f899cf5d4,'\'ClassNA\'','\'MethodNA\'',cluster1,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/a5b58ce250cb46fb4b557a4cf27e66d704cf53ec,85a5705f5cad13fc9ae6766781a35edcec21b00b,a5b58ce250cb46fb4b557a4cf27e66d704cf53ec,'\'ClassNA\'','\'MethodNA\'','?',0.2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/5a8392413c829181c6ffcfae3882fe9c24140509,9a691a96e0da75b612c01b34420fc3d86acca965,5a8392413c829181c6ffcfae3882fe9c24140509,'\'ClassNA\'','\'MethodNA\'',cluster4,0.4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/9a691a96e0da75b612c01b34420fc3d86acca965,f166e4db4538858adc96a10d31243e7c97b25baa,9a691a96e0da75b612c01b34420fc3d86acca965,'\'ClassNA\'','\'MethodNA\'','?',0.4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/90a710e1d1cc335e37018c583ff1819749551b4c,e67e39b585b24b53aacd19ba22c88e4f3c729170,90a710e1d1cc335e37018c583ff1819749551b4c,'\'ClassNA\'','\'MethodNA\'',cluster26,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
895,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/115c01481e38ca7f68fa0fe0128f6397c7468dca,700c799f525d869e1b9052882e048ff671e8d4f0,115c01481e38ca7f68fa0fe0128f6397c7468dca,'\'ClassNA\'','\'MethodNA\'','?',0.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
905,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/b9ecba4f10e38402df5f1cd3e820cca846beee9a,8455e041a6500ac4fef8fd3cbdc8d1a5ab6303cc,b9ecba4f10e38402df5f1cd3e820cca846beee9a,'\'ClassNA\'','\'MethodNA\'',cluster19,0.4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/9b2713785a40403945ad979dfe4e12ccb1be3807,dff014568d7f376b796bc79034c2eef64e013c98,9b2713785a40403945ad979dfe4e12ccb1be3807,'\'ClassNA\'','\'MethodNA\'','?',1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
960,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/65a970f49aaf0c51aea6882784a836c71b874551,f97180e3b374f98503d1b305e71863dd4c331706,65a970f49aaf0c51aea6882784a836c71b874551,'\'ClassNA\'','\'MethodNA\'','?',0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
972,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/45bb9fb7bf1fb82541944aef9d69eae94eb6f97e,0f441bc27cddcff7f4084992418cceb79a4a59f1,45bb9fb7bf1fb82541944aef9d69eae94eb6f97e,'\'ClassNA\'','\'MethodNA\'','?',1.2,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/730f676f62ad97f69aa19f63bfe902f523a3308c,82e0a558ec81812e449a9f58b5a99b2b8e8aeeab,730f676f62ad97f69aa19f63bfe902f523a3308c,'\'ClassNA\'','\'MethodNA\'',cluster0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
1012,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/8ac3c3beef306ad4331b45e071a8b8e3d811e1cb,f003fb518393f406142a4140c9a2a56cc78929b4,8ac3c3beef306ad4331b45e071a8b8e3d811e1cb,'\'ClassNA\'','\'MethodNA\'','?',1,0,0,0,0,0,2,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1048,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/2b916d87dadea3550c4ef20ff85ba4a0e565680f,a81774ac23445c6eb62210ccdba063e9fa1d50c9,2b916d87dadea3550c4ef20ff85ba4a0e565680f,'\'ClassNA\'','\'MethodNA\'','?',0.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1049,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/cd3c14c73f3283c3dbdfcdb47631927229c60784,731cba3bea6c797df7526caf53ece30531fe99aa,cd3c14c73f3283c3dbdfcdb47631927229c60784,'\'ClassNA\'','\'MethodNA\'',cluster14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1050,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/a81774ac23445c6eb62210ccdba063e9fa1d50c9,8c168fd81bce8a6f2d555b76c7adb3701edd8313,a81774ac23445c6eb62210ccdba063e9fa1d50c9,'\'ClassNA\'','\'MethodNA\'',cluster14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
